Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Delta Time (s)	SNR NIST Quick (dB)	Tag	Notes	VF2
724	Spectrogram 1	6	252062.960000000	252064.940000000	61.100	244.300		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	62.9600	1.9800	17.96	NARW		v
725	Spectrogram 1	12	252092.000000000	252094.430000000	72.500	320.600		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	92.0000	2.4300	18.61	NARW		v
726	Spectrogram 1	12	252097.430000000	252099.360000000	87.800	244.300		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	97.4300	1.9300	14.27	NARW		v
727	Spectrogram 1	9	252098.450000000	252100.090000000	42.000	225.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	98.4500	1.6400	14.80	NARW		v
728	Spectrogram 1	7	252100.380000000	252102.360000000	45.800	232.800		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	100.3800	1.9800	17.42	NARW		v
729	Spectrogram 1	8	252100.830000000	252102.250000000	68.700	229.000		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	100.8300	1.4200	15.82	NARW		v
730	Spectrogram 1	11	252101.680000000	252104.230000000	34.400	221.400		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	101.6800	2.5500	15.58	NARW		v
731	Spectrogram 1	6	252105.810000000	252107.400000000	38.200	190.800		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	105.8100	1.5900	17.77	NARW		v
732	Spectrogram 1	12	252107.480000000	252108.530000000	57.300	248.400		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	107.4800	1.0500	15.72	NARW		v
733	Spectrogram 1	7	252128.340000000	252131.060000000	45.800	267.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	128.3400	2.7200	19.27	NARW		v
734	Spectrogram 1	8	252129.580000000	252131.740000000	34.400	251.900		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	129.5800	2.1600	18.32	NARW		v
735	Spectrogram 1	11	252129.870000000	252132.360000000	53.400	293.900		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	129.8700	2.4900	15.41	NARW		v
736	Spectrogram 1	9	252135.020000000	252137.570000000	53.400	209.900		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	135.0200	2.5500	14.49	NARW		v
737	Spectrogram 1	8	252137.000000000	252139.380000000	45.800	225.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	137.0000	2.3800	16.61	NARW		v
738	Spectrogram 1	7	252137.000000000	252138.810000000	38.200	206.100		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	137.0000	1.8100	18.64	NARW		v
739	Spectrogram 1	11	252138.640000000	252141.130000000	53.400	206.100		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	138.6400	2.4900	15.37	NARW		v
740	Spectrogram 1	6	252142.150000000	252144.130000000	42.000	217.600		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	142.1500	1.9800	19.22	NARW		v
741	Spectrogram 1	6	252154.840000000	252156.450000000	77.900	275.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	154.8400	1.6100	17.21	NARW		v
742	Spectrogram 1	7	252155.230000000	252157.890000000	68.700	194.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	155.2300	2.6600	14.44	NARW		v
743	Spectrogram 1	11	252156.870000000	252159.810000000	49.600	206.100		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	156.8700	2.9400	15.84	NARW		v
744	Spectrogram 1	8	252157.260000000	252160.090000000	45.800	183.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	157.2600	2.8300	17.87	NARW		v
745	Spectrogram 1	12	252159.810000000	252162.020000000	64.900	251.900		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	159.8100	2.2100	14.87	NARW		v
746	Spectrogram 1	6	252160.720000000	252163.210000000	53.400	213.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	160.7200	2.4900	20.88	NARW		v
747	Spectrogram 1	4	252161.110000000	252164.680000000	34.400	190.800		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	161.1100	3.5700	15.46	NARW		v
748	Spectrogram 1	7	252161.850000000	252164.280000000	72.500	232.800		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	161.8500	2.4300	15.11	NARW		v
749	Spectrogram 1	8	252162.750000000	252164.960000000	42.000	225.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	162.7500	2.2100	17.48	NARW		v
750	Spectrogram 1	3	252164.620000000	252167.230000000	53.400	183.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	164.6200	2.6100	14.94	NARW		v
751	Spectrogram 1	9	252168.920000000	252171.020000000	95.400	198.500		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	168.9200	2.1000	12.58	NARW		v
752	Spectrogram 1	8	252170.740000000	252173.230000000	76.300	286.300		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	170.7400	2.4900	14.60	NARW		v
753	Spectrogram 1	7	252171.210000000	252172.630000000	36.000	203.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	171.2100	1.4200	16.75	NARW		v
754	Spectrogram 1	11	252172.320000000	252174.750000000	64.900	225.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	172.3200	2.4300	13.83	NARW		v
755	Spectrogram 1	12	252200.790000000	252203.000000000	87.800	335.900		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	200.7900	2.2100	15.95	NARW		v
756	Spectrogram 1	7	252210.020000000	252213.070000000	42.000	278.600		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	210.0200	3.0500	18.44	NARW		v
757	Spectrogram 1	11	252211.940000000	252214.720000000	42.000	274.800		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	211.9400	2.7800	18.32	NARW		v
758	Spectrogram 1	8	252212.340000000	252215.110000000	42.000	225.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	212.3400	2.7700	18.54	NARW		v
759	Spectrogram 1	6	252215.620000000	252218.560000000	42.000	267.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	215.6200	2.9400	20.45	NARW		v
760	Spectrogram 1	4	252215.960000000	252219.530000000	30.500	259.500		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	215.9600	3.5700	17.08	NARW		v
761	Spectrogram 1	7	252216.190000000	252218.280000000	64.900	263.400		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	216.1900	2.0900	15.84	NARW		v
762	Spectrogram 1	8	252217.890000000	252219.810000000	38.200	271.000		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	217.8900	1.9200	19.41	NARW		v
763	Spectrogram 1	11	252218.110000000	252220.090000000	95.400	290.100		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	218.1100	1.9800	13.55	NARW		v
764	Spectrogram 1	9	252218.220000000	252220.320000000	87.800	232.800		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	218.2200	2.1000	13.87	NARW		v
765	Spectrogram 1	12	252219.470000000	252221.220000000	91.600	324.400		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	219.4700	1.7500	16.67	NARW		v
766	Spectrogram 1	7	252219.920000000	252222.130000000	91.600	251.900		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	219.9200	2.2100	14.70	NARW		v
767	Spectrogram 1	8	252220.320000000	252222.870000000	95.400	255.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	220.3200	2.5500	15.57	NARW		v
768	Spectrogram 1	3	252220.450000000	252221.670000000	0.000	203.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	220.4500	1.2200	15.39	NARW		v
769	Spectrogram 1	11	252221.790000000	252224.510000000	84.000	236.600		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	221.7900	2.7200	13.67	NARW		v
770	Spectrogram 1	6	252224.620000000	252227.510000000	72.500	255.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	224.6200	2.8900	16.72	NARW		v
771	Spectrogram 1	9	252237.750000000	252238.650000000	47.900	227.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	237.7500	0.9000	15.99	NARW		v
772	Spectrogram 1	7	252239.900000000	252242.390000000	53.400	225.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	239.9000	2.4900	16.68	NARW		v
773	Spectrogram 1	11	252241.200000000	252243.580000000	57.300	225.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	241.2000	2.3800	15.18	NARW		v
774	Spectrogram 1	8	252241.260000000	252243.640000000	61.100	240.500		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	241.2600	2.3800	16.64	NARW		v
775	Spectrogram 1	7	252285.870000000	252288.530000000	61.100	301.500		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	285.8700	2.6600	17.19	NARW		v
776	Spectrogram 1	8	252286.830000000	252289.320000000	53.400	293.900		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	286.8300	2.4900	16.44	NARW		v
777	Spectrogram 1	11	252287.510000000	252289.710000000	72.500	293.900		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	287.5100	2.2000	14.11	NARW		v
778	Spectrogram 1	8	252291.920000000	252295.150000000	57.300	221.400		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	291.9200	3.2300	14.57	NARW		v
779	Spectrogram 1	7	252291.920000000	252293.960000000	64.900	190.800		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	291.9200	2.0400	13.25	NARW		v
780	Spectrogram 1	11	252293.790000000	252295.880000000	64.900	206.100		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	293.7900	2.0900	15.14	NARW		v
781	Spectrogram 1	9	252297.810000000	252299.960000000	64.900	240.500		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	297.8100	2.1500	13.66	NARW		v
782	Spectrogram 1	7	252356.620000000	252359.050000000	34.400	251.900		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	356.6200	2.4300	18.68	NARW		v
783	Spectrogram 1	11	252358.150000000	252360.580000000	34.400	179.400		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	358.1500	2.4300	17.72	NARW		v
784	Spectrogram 1	8	252359.280000000	252361.030000000	57.300	194.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	359.2800	1.7500	15.84	NARW		v
785	Spectrogram 1	7	252371.730000000	252374.050000000	68.700	293.900		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	371.7300	2.3200	15.06	NARW		v
786	Spectrogram 1	11	252373.260000000	252375.180000000	64.900	194.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	373.2600	1.9200	14.37	NARW		v
787	Spectrogram 1	8	252373.320000000	252375.470000000	68.700	213.700		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	373.3200	2.1500	14.61	NARW		v
788	Spectrogram 1	9	252386.960000000	252388.880000000	99.200	309.200		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	386.9600	1.9200	15.89	NARW		v
789	Spectrogram 1	8	252387.810000000	252390.690000000	106.900	263.400		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	387.8100	2.8800	14.07	NARW		v
790	Spectrogram 1	7	252388.090000000	252390.350000000	106.900	282.400		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	388.0900	2.2600	15.18	NARW		v
791	Spectrogram 1	11	252389.560000000	252391.990000000	103.100	278.600		70	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_220000Z.aif	71485MD03_002K_M12_multi_20160128_220000Z.aif	389.5600	2.4300	12.51	NARW		v
